SST,SSS,wind_u,wind_v,ml_depth,bathy,ssh
27.702005801832502,34.081316779959785,0.8181000767616169,5.125075828448686,30.665272804533696,925.6646441930982,-0.20290509065729595
19.18624053335733,34.474953240203035,3.9285961407221457,-0.916326745265879,69.95131499899064,2709.504736891791,0.1748405151958447
24.9272544349448,34.220982662645326,4.042921923636589,-1.7544054433666894,46.706878557860975,4364.729179382041,0.27100268479043343
28.942884165087875,34.17203157102558,-6.566121845891009,8.694598309766018,33.67584563772528,3661.124432047806,0.16509787344242713
22.049495060430303,34.5161657369615,0.0022550415325390816,-4.982418002185995,65.84568627807387,4032.8057393072486,-0.2650904849329472
21.993190772872687,34.3720605648674,-1.7608380993179615,-7.591053200068691,57.264762806253955,3293.916833553587,-0.23007528497262655
18.178878031964732,34.62109589676086,7.410539325387685,1.690862265189164,80.49340938461367,3461.382822589262,-0.11167551728500338
19.107188391938305,34.451759355846384,2.6283784243675274,9.386436245683576,62.58551948777938,4245.978257826597,0.23206179312304986
27.883940301547124,34.108909436375605,0.6500813283196365,-2.443215725456267,32.02696493744288,1248.3400442959296,0.17422785801686755
24.930398747870207,34.228548670373456,-7.6921071564216525,-8.75926472742437,41.232650939786346,2447.1248182157024,0.26595808716371727
18.082201723167465,34.64995974330525,2.1127577864682294,-3.2138946538086515,65.408659383139,1106.047209098011,-0.15248224297142074
18.91698771146121,34.5964496042731,-7.6559218863953316,0.11863308639116887,80.80940924124457,4938.340039983235,0.10785736550415018
21.97305363743235,34.62651371172527,-3.2558684886849587,-6.761539867355726,63.57733638151278,4720.296698433066,0.36806210347719814
23.998362856785747,34.259970602886334,-7.143160703713363,3.1620443611298406,53.1126689330158,197.1340568425295,-0.34058158453948173
22.432687907577595,34.433620209554476,3.841472940487378,9.95498778020401,58.515957521272284,3527.875862578442,-0.3216521474339686
21.804169608426278,34.326994487194725,-5.874957723276948,-0.9652104803711232,60.57115490610844,4626.241587078329,-0.32746780812673076
26.093946822196337,34.147980609749695,-2.16281253623948,-2.9054288653957467,35.67820156042276,902.8767256366676,-0.2405248859586412
29.23214078086933,34.028621004255186,7.913495552375572,-1.9859166633106682,20.32550840913707,2839.726152763147,0.06682216468894155
28.787909794348625,34.095401225570164,-5.913672332020594,-7.697076432095978,32.137921161055246,4577.441487940209,-0.12705000814827117
24.607570799798765,34.54234238726836,0.1561012791755818,7.665472028524476,38.78105606038872,169.72989292899422,-0.3308436890041559
26.79566901826494,34.115808892098535,-1.6145667766795597,-1.703486889572961,34.89013702751869,3487.1013362341996,0.19117726459478748
21.41518723979756,34.31958949426908,-9.637519179085405,-2.2545117715031733,56.47782769863795,1486.7450368627538,-0.3271387251137578
25.021734479680184,34.27672749350718,5.855162271456255,3.1938054586094857,47.27479208794145,4621.980976882652,-0.2772515939856347
27.176545867342067,33.95290178429293,-8.619081873708005,-1.1593315813775291,35.85837139326958,4855.291225826839,-0.17201251829702655
