wind,precip,evap,air_temp,ml_depth,shortwave,SSS
6.15483348927153,10.005021201918854,6.80180294236719,22.370036795590813,50.840953044635754,202.10699326390315,33.87139192852471
14.410063183918808,11.860348322385788,9.706648188227112,26.229294637814043,58.784883522020735,193.92740830177667,33.79771684153806
11.125229721123736,3.8406776739087385,9.21189178848351,30.011255794128914,103.71945399626478,328.6472228073931,34.17822794432093
9.547716505421535,9.388199646024676,1.7500953367008598,28.973944619991578,44.82079650587739,199.31753163282625,168.52579304411256
3.1519211249260666,37.9541215187395,1.705934648087952,29.25008079718576,102.94811749665001,203.2346410321993,33.34202118614905
3.195374010850791,12.48089562442113,3.132460719983443,27.92729352735622,15.041125029865805,299.40426003894413,33.26955894132934
1.6643887745081432,13.500513027757643,4.378857081877865,28.200498865561382,92.5395400350926,245.04625403818278,33.78116999805835
13.121579914254623,0.14339585562712245,4.952375811802038,30.399015602764948,102.39430625971094,308.75682125316166,34.177964131743224
9.433577070074152,10.122010023748134,8.098476867487737,23.20770646353253,25.90456073262342,167.36798519528605,34.38438075261106
10.906240653038074,0.8036106144310747,0.8109520792650537,25.658876273339864,52.94264500070851,247.2661514549782,34.28439348343026
1.2439045230401427,8.226448884226583,0.39324676940571285,22.886132315049135,25.23209911098781,155.4989042576718,33.54899879287128
14.504303960913841,4.300536943002369,4.788049919027947,31.776511203930582,86.43772965668708,166.54250566242243,33.949653667141526
12.74309696915162,4.655584627934023,8.413904820719177,31.333658669251463,66.03585291939723,331.5009165401096,34.50629885551438
3.9751700968208925,5.28692068918874,2.264415790088046,20.483414480319336,78.97545939179668,175.19274750489305,34.303355168668624
3.6667080176129048,9.286498610051044,7.673267513541171,29.053318608888883,26.476913698103278,254.0017910221362,33.85469356870917
3.5262627149497363,4.954677769625328,3.066209740251188,31.07183602512328,28.58471275630201,231.40649028034477,33.58235091626153
5.2252009218113695,10.860468122619281,10.553325067341815,21.73080150818117,8.339093195985077,219.4135080302084,33.24455970640091
8.410725044554173,6.115716383447998,10.733265173531942,26.628915412804414,43.16023944231918,330.17071365380434,33.43058443130392
6.919606135830041,1.132953832606616,3.4963782856109367,31.17837263874214,69.57776566587911,153.90483432872597,34.19168309822258
4.9817861581370195,11.695602618668062,2.7495519568905427,20.333254866398775,104.07347683198412,288.6182045103231,33.80670421151576
9.652242263739518,4.192954475902786,,28.372944397794946,81.88425070970105,339.2895738706873,33.70022271086932
2.86075794939597,6.445697898055771,2.9276875014030734,23.455516876154878,55.428168861096225,263.71865156146873,34.302709635407666
4.946982333989429,10.303028850286212,31.752627901265292,30.358064315954078,114.65747385396095,336.16856334756653,33.73484292677677
6.2759991558537696,4.949674385590283,9.87490462350146,31.44976200428283,87.88204550236443,160.35442552024134,33.847380725222834
7.275375649519259,0.8103375976591871,8.053322089542608,31.311036809037894,112.03606046665698,236.11442753424393,34.619187879233884
12.006941857312796,5.602716176136178,10.015008283589184,25.229017124069216,65.29332172201002,197.56610862204667,34.290579825294834
3.8008655277301435,14.17414386069764,4.69937453923662,30.037020036798353,34.74493345470761,293.7949663780621,33.47121705675514
7.978265801460699,9.653103210248828,1.8756987584730722,30.045905778418188,11.24558241669261,345.9246265402475,33.837713481874374
9.272783244697829,10.050476890993817,8.88300396447576,23.742784739709013,88.56865590858938,205.00374484083375,34.08500595187369
1.6855671653561386,9.461212417354917,4.397763595322872,30.049867511777073,18.028846708596117,284.5194471161695,34.46897953975666
40.98785635582975,2.8435079909334715,8.035524973284867,20.371875637729985,38.98089811120247,192.8189258217672,33.9988968525718
3.45838690954141,6.343833493798334,3.1906477216591385,27.24852447794976,66.90901818090778,257.572028012678,33.40576192428423
1.8802515667366755,11.2826603207974,0.9919208794228487,22.577505926663328,69.71657841757184,240.1570235002877,33.81016960127683
14.340425962048341,1.6317416603470754,11.988931427475615,21.501988439693278,74.4314884655122,341.87462510070225,34.34667508062172
14.464642439340187,4.205387034310259,1.8582381240873809,21.307167149711603,,271.5671006644966,33.92676646200445
12.206649474286605,4.1393731365472535,11.811280630589764,28.43083998489235,47.75168671771898,215.25979233757533,34.23730253146359
5.162544706985367,6.370978247481247,11.733893647470866,24.017197548244358,75.45157789009573,175.5691807961349,33.57329201795094
2.252435199010179,14.58535761228058,9.42955048441792,28.45129601052792,116.39045927738638,175.25380090913455,33.7487433514556
10.658652090014927,1.0896507719140953,7.900110684360768,20.80696293612631,88.2630426780502,197.64966879710954,34.06117302990757
7.043035034901688,7.82182031890516,7.0035328542345825,23.7266218921767,111.90585564149512,202.37461927063737,33.72192536114279
2.730084583482357,2.7982595647104973,10.445090521378741,26.620488403963723,92.76627176062529,317.38198348366666,34.06385675956478
7.911565548580804,14.628647323492865,3.464744167019108,29.01344596970798,74.19977313420299,265.4055159366809,33.564114822516856
1.4733674308633122,1.6722535839255346,5.710560568021046,23.775963806403382,27.334728427917533,253.84355241119638,34.22289567914426
13.837714139822697,5.884829463040964,7.545921152917307,27.620062612125885,80.16526587898275,171.46917515354946,34.04099068891671
