wind,air_temp,shortwave,precip,evap,ml_depth,SST
6.15483348927153,22.370036795590813,202.10699326390315,10.005021201918854,6.80180294236719,50.840953044635754,19.936371608725256
14.410063183918808,26.229294637814043,193.92740830177667,11.860348322385788,9.706648188227112,58.784883522020735,20.195691374345525
11.125229721123736,30.011255794128914,328.6472228073931,3.8406776739087385,9.21189178848351,103.71945399626478,24.188244801270343
9.547716505421535,28.973944619991578,199.31753163282625,9.388199646024676,1.7500953367008598,44.82079650587739,
3.1519211249260666,29.25008079718576,203.2346410321993,37.9541215187395,1.705934648087952,102.94811749665001,22.407734164030096
3.195374010850791,27.92729352735622,299.40426003894413,12.48089562442113,3.132460719983443,15.041125029865805,23.67624623971558
1.6643887745081432,28.200498865561382,245.04625403818278,13.500513027757643,4.378857081877865,92.5395400350926,22.782771300669012
13.121579914254623,30.399015602764948,308.75682125316166,0.14339585562712245,4.952375811802038,102.39430625971094,23.475598661368963
9.433577070074152,23.20770646353253,167.36798519528605,10.122010023748134,8.098476867487737,25.90456073262342,19.917391411557848
10.906240653038074,25.658876273339864,247.2661514549782,0.8036106144310747,0.8109520792650537,52.94264500070851,20.05555755929499
1.2439045230401427,22.886132315049135,155.4989042576718,8.226448884226583,0.39324676940571285,25.23209911098781,20.050519464986422
14.504303960913841,31.776511203930582,166.54250566242243,4.300536943002369,4.788049919027947,86.43772965668708,21.857708044698267
12.74309696915162,31.333658669251463,331.5009165401096,4.655584627934023,8.413904820719177,66.03585291939723,25.0054914710632
3.9751700968208925,20.483414480319336,175.19274750489305,5.28692068918874,2.264415790088046,78.97545939179668,19.79660640142479
3.6667080176129048,29.053318608888883,254.0017910221362,9.286498610051044,7.673267513541171,26.476913698103278,23.68306135791156
3.5262627149497363,31.07183602512328,231.40649028034477,4.954677769625328,3.066209740251188,28.58471275630201,23.72162056526446
5.2252009218113695,21.73080150818117,219.4135080302084,10.860468122619281,10.553325067341815,8.339093195985077,20.168234786320532
8.410725044554173,26.628915412804414,330.17071365380434,6.115716383447998,10.733265173531942,43.16023944231918,23.08683381982326
6.919606135830041,31.17837263874214,153.90483432872597,1.132953832606616,3.4963782856109367,69.57776566587911,22.626083534617248
4.9817861581370195,20.333254866398775,288.6182045103231,11.695602618668062,2.7495519568905427,104.07347683198412,19.83759336693166
9.652242263739518,28.372944397794946,339.2895738706873,4.192954475902786,,81.88425070970105,23.421242142084136
2.86075794939597,23.455516876154878,263.71865156146873,6.445697898055771,2.9276875014030734,55.428168861096225,20.022435722656343
4.946982333989429,30.358064315954078,336.16856334756653,10.303028850286212,31.752627901265292,114.65747385396095,25.81976806838755
6.2759991558537696,31.44976200428283,160.35442552024134,4.949674385590283,9.87490462350146,87.88204550236443,23.329391090875806
7.275375649519259,31.311036809037894,236.11442753424393,0.8103375976591871,8.053322089542608,112.03606046665698,24.551968267167435
12.006941857312796,25.229017124069216,197.56610862204667,5.602716176136178,10.015008283589184,65.29332172201002,19.92422620481607
3.8008655277301435,30.037020036798353,293.7949663780621,14.17414386069764,4.69937453923662,34.74493345470761,25.423964651117345
7.978265801460699,30.045905778418188,345.9246265402475,9.653103210248828,1.8756987584730722,11.24558241669261,25.424475148791558
9.272783244697829,23.742784739709013,205.00374484083375,10.050476890993817,8.88300396447576,88.56865590858938,19.727339215808012
1.6855671653561386,30.049867511777073,284.5194471161695,9.461212417354917,4.397763595322872,18.028846708596117,24.28301794347583
40.98785635582975,20.371875637729985,192.8189258217672,2.8435079909334715,8.035524973284867,38.98089811120247,20.11945330854426
3.45838690954141,27.24852447794976,257.572028012678,6.343833493798334,3.1906477216591385,66.90901818090778,22.315123940785494
1.8802515667366755,22.577505926663328,240.1570235002877,11.2826603207974,0.9919208794228487,69.71657841757184,19.23749458092633
14.340425962048341,21.501988439693278,341.87462510070225,1.6317416603470754,11.988931427475615,74.4314884655122,20.31150366787773
14.464642439340187,21.307167149711603,271.5671006644966,4.205387034310259,1.8582381240873809,,19.99559133048848
12.206649474286605,28.43083998489235,215.25979233757533,4.1393731365472535,11.811280630589764,47.75168671771898,20.83262748724223
5.162544706985367,24.017197548244358,175.5691807961349,6.370978247481247,11.733893647470866,75.45157789009573,20.19820175302423
2.252435199010179,28.45129601052792,175.25380090913455,14.58535761228058,9.42955048441792,116.39045927738638,22.049803060103763
10.658652090014927,20.80696293612631,197.64966879710954,1.0896507719140953,7.900110684360768,88.2630426780502,19.777164468158496
7.043035034901688,23.7266218921767,202.37461927063737,7.82182031890516,7.0035328542345825,111.90585564149512,20.079616848921525
2.730084583482357,26.620488403963723,317.38198348366666,2.7982595647104973,10.445090521378741,92.76627176062529,23.23799031773632
7.911565548580804,29.01344596970798,265.4055159366809,14.628647323492865,3.464744167019108,74.19977313420299,23.40527638346306
1.4733674308633122,23.775963806403382,253.84355241119638,1.6722535839255346,5.710560568021046,27.334728427917533,20.183125060118275
13.837714139822697,27.620062612125885,171.46917515354946,5.884829463040964,7.545921152917307,80.16526587898275,19.779032596997947
4.588443604137579,30.665481361338415,320.97229212092503,11.112741017082636,4.97366113526693,77.34681129162628,25.502481128771187
10.323405830871122,27.3036231539457,293.72203919125434,10.493575925397991,5.042809413276657,73.34315046130412,21.87699577871388
5.366908893850661,22.705170255108037,162.92331504163462,6.327372985395273,3.8519510844765663,61.46905127567562,19.828266093800668
8.268998150372926,20.006183890701315,291.0135229384446,5.228175857904326,6.852812582689677,65.31269988883467,20.021782418581626
8.8348040930428,30.540012216247856,256.4775699744342,5.917797757281272,10.22140490021447,44.79630133576904,23.986433771413203
3.474621146802707,20.366060895067758,164.69641212617682,3.9034477626321697,2.5153168590589843,65.61816626259977,20.028618489650757
14.675556853316548,30.127822780019372,240.2283718761259,3.057399270603493,11.133822432902997,27.25660118661919,22.922717393452434
11.903476659562838,26.54669524472047,251.12913147871512,7.095086064405827,8.259494746884052,97.5156820468054,20.516210974640618
14.115277293998465,31.098062879942802,181.72427867486041,3.951972012401015,9.940301977986364,26.516791663454697,22.142004757798837
13.655705862448523,29.48732393483139,337.54816116773316,4.234827619344053,6.631017285731297,15.309232483126783,24.101932649500146
9.22527186909151,32.458783525136404,323.7931920530987,9.833992856927473,9.41436970099671,55.1864614987382,25.68310257112363
13.865209690524372,24.626389890706808,282.9978959934621,14.458390605560576,0.18712484592196654,80.06660602886244,20.003023529312163
2.1438649218542674,28.8289259838707,240.22924957481524,9.016616139003784,9.82222889660918,54.8902278097628,23.43156472890741
3.7761646352002813,24.489554746576527,229.58038908097083,1.121962074188535,0.4114855913232338,36.82393196578881,20.22228756454398
1.5456552279535254,25.484364932219066,276.63745930817845,1.2902588013999934,10.693865857932414,69.9590419087859,21.836482776136908
37.04304599738612,27.943819659590094,260.4419402031495,14.327955093343702,12.03356925325555,45.171911743128575,21.5387864001447
6.426821457045768,30.325739747748464,157.93506270115464,4.450506966241184,3.551816382833501,111.79776576045718,21.89558067926303
4.761192007763404,31.424478427495696,255.8728518594736,1.4140373007285179,2.476879254101934,111.5082791195579,25.587675306415502
12.632886760889015,29.54075488353234,311.0519556625371,9.053393232934688,9.26710570900522,62.53157712480668,22.99093648883102
5.9734232658609905,25.168126105131602,240.75318659993928,9.37589891799132,2.9911605056372697,292.55525702630035,19.78960057185489
4.847477335955214,25.64342345006893,159.81932794238065,9.651523281826524,10.48879735060284,91.34514682687825,19.91496410528029
8.818033699416587,29.005388235807416,308.41550948913647,4.0009525078292,1.158515414923848,8.998355647750754,23.918394429609098
2.934630311250429,22.85700934900273,189.0958982347624,0.15487727509289995,1.5276319576182933,60.09802341545124,19.969728904444036
12.056374005960489,21.39160441351555,201.24381499745198,14.451024709513321,11.840317756568705,43.2126357520129,19.985262581275332
1.9774898084546286,24.1373058240655,185.5790370636329,3.7517101197141405,8.034670785823655,110.79166017186172,20.061644322361797
14.716763647335275,23.787396152655106,216.91194619271192,10.217818139265079,10.167577473927306,6.398772363460788,20.109523675042148
11.876391488630087,23.909992908865057,298.21938235749,10.541035540666575,3.9605712611450823,68.45300043393951,106.19115521971841
3.807312993470397,22.390400679670638,252.10439576744696,9.085806009931769,7.984069204137812,91.7113460963764,20.20470610583925
1.1086627867041856,20.750969008834495,186.51414200398668,4.640875946367971,7.185859311048588,60.58598928711876,19.677993588107718
12.387362942283971,19.93510742304427,327.1070922836452,4.021647598931554,7.232588047816604,15.187094396038653,19.945593162933875
10.874035850895295,32.48227262282324,327.72484446249024,8.941620946008703,8.27588678111248,115.63016377952466,25.515722945686175
42.63129883085288,25.528986273695093,321.77527560456474,13.01565829592572,6.855245579965923,64.84043462465469,21.117005350302723
